Tahun,NAMOBJ,WADMKK,luas_total_km2,vegetasi_km2,vegetasi_pct,tubuh_air_km2,tubuh_air_pct,lahan_terbangun_km2,lahan_terbangun_pct,lahan_terbuka_km2,lahan_terbuka_pct
2019,Wirobrajan,Kota Yogyakarta,1.740886123,0.085558473,4.914650743,0,0,1.532838133,88.04930506,0.122489517,7.036044197
2024,Banguntapan,Bantul,28.41951806,11.12365842,39.14091154,0.026496149,0.093232225,12.16284433,42.79750382,5.106519162,17.96835242
2024,Bantul,Bantul,21.80665708,13.39012827,61.4038558,0.005106001,0.023414873,4.53574321,20.79980986,3.8756796,17.77291946
2024,Berbah,Sleman,25.04620459,15.83031748,63.20445646,0.015946301,0.063667536,5.152632635,20.57250876,4.047308181,16.15936724
2024,Cangkringan,Sleman,48.62721596,44.33160328,91.16623768,0.080546851,0.165641502,3.195054841,6.570507437,1.017518637,2.092487955
2024,Danurejan,Kota Yogyakarta,1.068303758,0.019931854,1.8657478,0,0,0.892377368,83.53217528,0.155994536,14.60207692
2024,Depok,Sleman,32.12120046,8.119778723,25.27856558,0.046499454,0.144762503,19.25077662,59.93168482,4.704145664,14.6449871
2024,Gamping,Sleman,29.11178622,13.66326746,46.93379979,0.047024317,0.161530169,10.74078364,36.89496605,4.660710802,16.009704
2024,Gedongtengen,Kota Yogyakarta,0.942360865,0.00796649,0.845375676,0,0,0.794843344,84.34596266,0.139551032,14.80866166
2024,Godean,Sleman,26.74955973,14.62035684,54.65643915,0.004985677,0.018638351,7.39814734,27.65708077,4.726069878,17.66784173
2024,Gondokusuman,Kota Yogyakarta,4.055542786,0.201861117,4.977413087,0.002657849,0.065536221,3.404507945,83.94703559,0.446515873,11.01001511
2024,Gondomanan,Kota Yogyakarta,1.072507251,0.053155312,4.956172779,0.00120555,0.112404876,0.845186932,78.80477553,0.172959457,16.12664681
2024,Jetis,Bantul,23.52780964,15.98064533,67.92236752,0.089612002,0.380876941,2.834963297,12.04941446,4.622589009,19.64734108
2024,Jetis,Kota Yogyakarta,1.778561716,0.026689863,1.500643041,0,0,1.518051885,85.3527809,0.233819969,13.14657606
2024,Kalasan,Sleman,35.82102976,21.17140023,59.10327081,0.038218527,0.106692989,9.58654265,26.76233127,5.024868357,14.02770493
2024,Kasihan,Bantul,32.09275592,15.29460191,47.65748988,0.023487656,0.073186784,11.45328988,35.68808458,5.321376483,16.58123876
2024,Kotagede,Kota Yogyakarta,2.969277587,0.206865841,6.966874426,0,0,2.59252309,87.31157712,0.169888656,5.721548458
2024,Kraton,Kota Yogyakarta,1.569387203,0.018395627,1.172153512,0,0,1.461317033,93.11386194,0.089674542,5.713984545
2024,Mantrijeron,Kota Yogyakarta,2.599556538,0.107243882,4.125468342,0,0,2.336244582,89.87088942,0.156068074,6.003642235
2024,Mergangsan,Kota Yogyakarta,2.367042703,0.073209305,3.092859506,0.003223999,0.136203658,2.133667521,90.14064335,0.156941878,6.630293483
2024,Minggir,Sleman,26.89147495,22.53320687,83.79312369,0.249468455,0.927686024,2.251446932,8.37234453,1.857352696,6.906845754
2024,Mlati,Sleman,28.45928107,12.89043711,45.29431743,0.007345605,0.025810931,10.53710724,37.02520529,5.024391119,17.65466635
2024,Moyudan,Sleman,27.50111396,22.2278482,80.82526488,0.257139669,0.935015467,2.344768707,8.526086292,2.671357379,9.713633357
2024,Ngaglik,Sleman,38.37208369,20.24780934,52.76703111,0.007089181,0.018474841,13.86949769,36.14476036,4.247687478,11.06973369
2024,Ngampilan,Kota Yogyakarta,0.812149662,0.014726967,1.813331703,0,0,0.712551279,87.73644955,0.084871416,10.45021875
2024,Ngemplak,Sleman,36.5789438,25.47595522,69.64650307,0.06808198,0.186123418,8.179181933,22.36035567,2.855724671,7.807017848
2024,Pajangan,Bantul,33.28796194,26.28186573,78.95306351,0.393308625,1.18153411,2.229804802,6.698532059,4.382982783,13.16687033
2024,Pakem,Sleman,46.01997161,40.0289672,86.98172944,0.0630473,0.136999866,4.083590239,8.873517509,1.786377296,3.881743586
2024,Pakualaman,Kota Yogyakarta,0.642731472,0.004231567,0.658372512,0,0,0.571232321,88.8757353,0.067267583,10.46589219
2024,Piyungan,Bantul,33.25755314,26.05187806,78.33371851,0.002657466,0.007990563,3.966273328,11.92593247,3.236744285,9.732358454
2024,Pleret,Bantul,24.19801929,17.35383689,71.71593955,0.011077245,0.045777488,3.489512111,14.42065182,3.343593048,13.81763114
2024,Sedayu,Bantul,34.18604421,26.94016938,78.8045824,0.289225286,0.846033207,3.882232043,11.35618974,3.074417502,8.993194661
2024,Sewon,Bantul,27.90038464,12.98159259,46.52836424,0.069523036,0.249183075,9.993679925,35.81914749,4.85558909,17.40330519
2024,Seyegan,Sleman,26.5335286,17.85367725,67.28723314,0.003544357,0.013358032,4.023781604,15.16489444,4.652525389,17.53451438
2024,Sleman,Sleman,31.25154716,20.40587416,65.29556458,0.011519122,0.036859365,6.831605679,21.8600559,4.0025482,12.80752015
2024,Tegalrejo,Kota Yogyakarta,2.970089006,0.180837788,6.088631934,0,0,2.43350195,81.93363718,0.355749268,11.97773088
2024,Turi,Sleman,40.46445647,38.24378446,94.5120429,0.007089991,0.017521528,1.332688507,3.293479323,0.878234518,2.170385061
2024,Umbulharjo,Kota Yogyakarta,8.226847278,0.7425168,9.025532805,0.003620068,0.044003102,6.582630547,80.01401174,0.898079863,10.91645235
2024,Wirobrajan,Kota Yogyakarta,1.740886123,0.039522016,2.270224096,0,0,1.591284255,91.40656783,0.110079852,6.32320807
2029,Banguntapan,Bantul,28.41951806,10.47601192,36.86203228,0.005315434,0.018703463,15.01174754,52.82196379,2.926443166,10.29730047
2029,Bantul,Bantul,21.80665708,14.34528901,65.78398954,0,0,4.743182159,21.75107419,2.651276758,12.15810726
2029,Berbah,Sleman,25.04620459,16.20041717,64.68212424,8.86E-04,0.003537089,6.242651785,24.92454201,2.553941257,10.19691925
2029,Cangkringan,Sleman,48.62721596,44.40948548,91.32639943,0.007976533,0.016403433,3.632940069,7.471001573,0.519345537,1.068014129
2029,Danurejan,Kota Yogyakarta,1.068303758,0,0,0,0,1.025267916,95.97157257,0.043035842,4.028427428
2029,Depok,Sleman,32.12120046,5.860082019,18.24365819,0.023227337,0.072311546,23.96047273,74.59395161,2.277418377,7.090078652
2029,Gamping,Sleman,29.11178622,12.903019,44.32231985,0.018604378,0.063906687,13.45145152,46.20620465,2.738711321,9.407568813
2029,Gedongtengen,Kota Yogyakarta,0.942360865,0,0,0,0,0.891830964,94.63794566,0.050529902,5.36205434
2029,Godean,Sleman,26.74955973,14.53345612,54.33157129,0,0,8.916597679,33.33362406,3.299505937,12.33480465
2029,Gondokusuman,Kota Yogyakarta,4.055542786,0.019268471,0.475114475,0,0,3.9308432,96.92520601,0.105431115,2.599679513
2029,Gondomanan,Kota Yogyakarta,1.072507251,0.003543688,0.330411587,0,0,1.021248892,95.2206981,0.047714671,4.448890312
2029,Jetis,Bantul,23.52780964,17.31750655,73.60441459,0.01737401,0.07384457,2.455083418,10.43481504,3.647581498,15.50327699
2029,Jetis,Kota Yogyakarta,1.778561716,0,0,0,0,1.690549583,95.05149959,0.088012134,4.948500409
2029,Kalasan,Sleman,35.82102976,20.34488096,56.79591317,0,0,12.6866316,35.41671382,2.733436299,7.630814405
2029,Kasihan,Bantul,32.09275592,14.73708427,45.92028277,0.007086994,0.022082845,13.96157056,43.50380688,3.387014102,10.55382751
2029,Kotagede,Kota Yogyakarta,2.969277587,0.106027218,3.570808561,0,0,2.829687456,95.29885211,0.033562912,1.130339325
2029,Kraton,Kota Yogyakarta,1.569387203,0,0,0,0,1.539957637,98.12477341,0.029429566,1.875226593
2029,Mantrijeron,Kota Yogyakarta,2.599556538,0.012805426,0.492600417,0,0,2.566052765,98.71117351,0.020698347,0.796226073
2029,Mergangsan,Kota Yogyakarta,2.367042703,0.011818692,0.499302017,0,0,2.336300685,98.70124785,0.018923326,0.799450134
2029,Minggir,Sleman,26.89147495,23.41561472,87.07449019,0.178862949,0.665128818,2.343216367,8.713602997,0.8811883,3.276831418
2029,Mlati,Sleman,28.45928107,11.66100481,40.97434781,0,0,13.67638533,48.05597616,3.121890932,10.96967603
2029,Moyudan,Sleman,27.50111396,23.116627,84.05705688,0.168765405,0.613667524,2.448097771,8.901813123,1.711874339,6.224745448
2029,Ngaglik,Sleman,38.37208369,17.3386579,45.18560429,0,0,19.36482744,50.46592622,1.668598353,4.348469493
2029,Ngampilan,Kota Yogyakarta,0.812149662,2.78E-05,0.003422185,0,0,0.805625074,99.19662732,0.006496795,0.799950494
2029,Ngemplak,Sleman,36.5789438,23.75842177,64.95108742,0.028985139,0.079239957,11.7558937,32.13841757,1.024178848,2.79991367
2029,Pajangan,Bantul,33.28796194,27.40694324,82.33289646,0.38335654,1.151637163,2.198328687,6.603975009,3.238672779,9.729261242
2029,Pakem,Sleman,46.01997161,39.73003692,86.33216303,0.019539302,0.042458309,5.323272159,11.56730865,0.922668547,2.004930717
2029,Pakualaman,Kota Yogyakarta,0.642731472,0,0,0,0,0.639361504,99.47568032,0.003369968,0.524319676
2029,Piyungan,Bantul,33.25755314,26.85179034,80.73892336,0,0,4.600030589,13.83153646,1.731547672,5.206479455
2029,Pleret,Bantul,24.19801929,18.02015317,74.46953798,0,0,3.937479061,16.27190645,2.209101569,9.129266089
2029,Sedayu,Bantul,34.18604421,27.60673547,80.75440173,0.184850233,0.540718404,4.580057814,13.39744893,1.763570984,5.158745402
2029,Sewon,Bantul,27.90038464,12.8768307,46.15287878,0.037203311,0.133343361,12.07909613,43.29365449,2.907254502,10.42012337
2029,Seyegan,Sleman,26.5335286,17.99121337,67.80558154,0,0,5.25263848,19.79623049,3.265376189,12.30660361
2029,Sleman,Sleman,31.25154716,19.62359319,62.79238943,0.005316523,0.017012031,9.553443348,30.56950525,2.027627514,6.488086826
2029,Tegalrejo,Kota Yogyakarta,2.970089006,0.054030217,1.819144712,0,0,2.763279119,93.03691282,0.15277967,5.143942465
2029,Turi,Sleman,40.46445647,38.69913251,95.63734666,0,0,1.517784104,3.750906936,0.184992157,0.457171979
2029,Umbulharjo,Kota Yogyakarta,8.226847278,0.276282957,3.358309056,0,0,7.651344019,93.00457101,0.299220303,3.637119938
2029,Wirobrajan,Kota Yogyakarta,1.740886123,5.95E-03,0.34184756,0,0,1.714145302,98.46395347,0.020789644,1.194198971
