LST,NDBI,NDMI,NDVI,latitude,longitude,.geo
32.4285305,-0.283413857,0.283413857,0.687594116,-7.64288335,110.4361578,"{""type"":""Point"",""coordinates"":[110.43615776469481,-7.642883349946645]}"
33.93982821,-0.308696955,0.308696955,0.638189077,-7.705603842,110.4499277,"{""type"":""Point"",""coordinates"":[110.44992771255173,-7.705603842076203]}"
40.2962216,-0.140450522,0.140450522,0.613004744,-7.928410875,110.3645421,"{""type"":""Point"",""coordinates"":[110.36454209850194,-7.928410875458465]}"
36.33711045,-0.335980684,0.335980684,0.775273562,-7.819862054,110.2659989,"{""type"":""Point"",""coordinates"":[110.2659988791591,-7.819862054488226]}"
41.87821301,0.059302159,-0.059302159,0.356294572,-7.847590983,110.3215492,"{""type"":""Point"",""coordinates"":[110.32154921914231,-7.8475909829833155]}"
37.57122427,-0.157811731,0.157811731,0.591851413,-7.738500109,110.3393488,"{""type"":""Point"",""coordinates"":[110.33934876120168,-7.7385001090822385]}"
36.34196084,-0.21233651,0.21233651,0.614099443,-7.711059537,110.290824,"{""type"":""Point"",""coordinates"":[110.29082401249401,-7.711059537317467]}"
38.65901922,-0.266075611,0.266075611,0.692378283,-7.854710841,110.3357939,"{""type"":""Point"",""coordinates"":[110.33579388453627,-7.854710840702891]}"
29.35759958,-0.462952137,0.462952137,0.879388571,-7.642475704,110.4675106,"{""type"":""Point"",""coordinates"":[110.46751062031235,-7.642475703790745]}"
37.34021163,-0.027087491,0.027087491,0.380387157,-7.856374405,110.4380191,"{""type"":""Point"",""coordinates"":[110.43801905676676,-7.856374405155465]}"
35.93580668,-0.176713809,0.176713809,0.565468192,-7.776252338,110.2537501,"{""type"":""Point"",""coordinates"":[110.2537501460562,-7.77625233798039]}"
35.45925898,-0.197841466,0.197841466,0.690659761,-7.84043455,110.2646412,"{""type"":""Point"",""coordinates"":[110.26464118160156,-7.840434549946047]}"
